ticker,roachange
FWAT,Significant Decrease
FWAY,Significant Increase
FWB,Moderate Increase
FWBI,Significant Increase
FWBN,Slight Decrease
FWC,Slight Increase
FWCH,Moderate Increase
FWCI,Moderate Decrease
FWFC,Slight Decrease
FWHT,Significant Decrease
FWM,Slight Increase
FWNC,Slight Decrease
FWO,Slight Increase
FWONA,Stable
FWRD,Moderate Decrease
FWRG,Slight Increase
FWTR,Stable
FWV,Slight Decrease
FWWB,Slight Decrease
FXBC,Moderate Increase
FXCB,Stable
FXCM,Moderate Increase
FXEN,Significant Decrease
FXLV,Significant Increase
FXN,Significant Increase
FXNC,Stable
FYBR,Slight Decrease
FYII,Slight Decrease
FYN,Slight Decrease
FZHM,Significant Decrease
G,Moderate Increase
GA,Moderate Decrease
GAB,Slight Increase
GABC,Stable
GAC,Moderate Decrease
GACC,Moderate Decrease
GACO,Slight Decrease
GADZ,Significant Decrease
GAEO,Significant Increase
GAF,Stable
GAFA,Slight Increase
GAFC,Stable
GAI,Significant Decrease
GAIA,Moderate Decrease
GAIR,Significant Increase
GAIT,Slight Increase
GAK,Stable
GAL,Significant Decrease
GALE,Significant Decrease
GALT,Significant Decrease
GALV,Slight Increase
GALX,Moderate Increase
GALY,Stable
GAMA,Significant Increase
GAME,Significant Increase
GAMI,Slight Decrease
GAMM,Significant Increase
GAMO,Significant Increase
GAMR,Significant Decrease
GAN,Slight Increase
GANL,Stable
GANX,Significant Decrease
GAO,Slight Decrease
GAP,Moderate Decrease
GARD,Significant Decrease
GARF,Slight Decrease
GARI,Stable
GARN,Significant Decrease
GART,Moderate Decrease
GAS,Slight Decrease
GASI,Stable
GASIA,Slight Decrease
GASO,Significant Increase
GASS,Significant Decrease
GAT,Moderate Decrease
GATE,Moderate Decrease
GATI,Moderate Decrease
GATO,Slight Decrease
GATT,Moderate Decrease
GATW,
GATX,Stable
GAUT,Moderate Decrease
GAV,Slight Decrease
GAX,Moderate Decrease
GB,Slight Decrease
GBAYA,Significant Decrease
GBBK,Slight Decrease
GBCB,Slight Decrease
GBCC,Stable
GBCI,Slight Decrease
GBCO,Slight Decrease
GBCOA,Slight Decrease
GBCT,Moderate Decrease
GBD,Slight Decrease
GBDC,Slight Decrease
GBE,Slight Decrease
GBFC,Significant Increase
GBFE,Significant Decrease
GBFH,Moderate Increase
GBH,Slight Decrease
GBI,Significant Decrease
GBII,Significant Increase
GBIM,Significant Increase
GBIO,Slight Decrease
GBIT,Moderate Increase
GBIX,Slight Decrease
GBIZ,Significant Increase
GBL,Significant Decrease
GBLI,Slight Increase
GBLP,Slight Increase
GBM,Slight Decrease
GBND,Slight Decrease
GBNK,Stable
GBOT,Moderate Decrease
GBOX,Significant Increase
GBPW,Moderate Increase
GBR,Stable
GBS,Stable
GBT,Slight Decrease
GBTB,Slight Decrease
GBTG,Significant Increase
GBTS,Slight Decrease
GBTVK,Slight Decrease
GBUR,Significant Increase
GBX,Moderate Increase
GBY,Moderate Increase
GC,Significant Increase
GCA,Stable
GCAM,Slight Decrease
GCAP,Moderate Increase
GCBC,Slight Decrease
GCBS,Stable
GCC,Moderate Increase
GCCC,Slight Decrease
GCCO,Slight Decrease
GCE,Moderate Decrease
GCEI,Significant Increase
GCEN,Slight Decrease
GCER,Significant Decrease
GCFB,Moderate Increase
GCFC,Slight Increase
GCG,Moderate Decrease
GCGC,Significant Increase
GCHI,Moderate Decrease
GCHM,Moderate Increase
GCI,Slight Increase
GCLI,Moderate Increase
GCMG,Significant Decrease
GCN,Slight Decrease
GCO,Moderate Decrease
GCOM,Moderate Decrease
GCOR,Slight Decrease
GCP,Slight Decrease
GCR,Moderate Decrease
GCRD,Moderate Increase
GCRE,Significant Decrease
GCS,Slight Decrease
GCTI,Moderate Increase
GCTK,Significant Decrease
GCW,Slight Decrease
GCX,Slight Decrease
GCY,Moderate Decrease
GCYC,Moderate Decrease
GD,Slight Decrease
GDC,Significant Decrease
GDCO,Significant Decrease
GDD,Moderate Decrease
GDDY,Stable
GDEN,Slight Decrease
GDFI,Moderate Increase
GDFY,Moderate Decrease
GDI,Slight Decrease
GDMI,Moderate Increase
GDMK,Slight Decrease
GDOT,Slight Decrease
GDP,Significant Increase
GDR,Moderate Decrease
GDRG,Significant Decrease
GDRX,Slight Decrease
GDS,Slight Decrease
GDSC,Significant Decrease
GDT,Moderate Decrease
GDV,Stable
GDVI,Stable
GDVS,Stable
GDW,Slight Decrease
GDX,Stable
GDYN,Slight Increase
GDYS,Moderate Decrease
GE,Slight Increase
GEB,Stable
GEC,Moderate Increase
GECM,Significant Decrease
GECO,Significant Increase
GED,Moderate Decrease
GEE,Slight Decrease
GEEK,Significant Decrease
GEEN,Significant Decrease
GEER,Moderate Increase
GEF,Slight Decrease
GEG,Slight Increase
GEGP,Moderate Decrease
GEHL,Moderate Decrease
GEII,Significant Increase
GEL,Stable
GELC,Slight Increase
GELF,Moderate Increase
GELI,Slight Decrease
GELM,Moderate Increase
GELX,Slight Decrease
GEMC,Stable
GEMH,Significant Decrease
GEMN,Stable
GEMP,Significant Decrease
GEN,Significant Increase
GENBB,Moderate Decrease
GENC,Moderate Increase
GENE,Slight Increase
GENG,Slight Decrease
GENI,Significant Increase
GENL,Moderate Decrease
GENR,Significant Decrease
GENS,Moderate Decrease
GENT,Significant Decrease
GENU,Moderate Increase
GENY,Moderate Decrease
GENZ,Moderate Decrease
GENZL,Moderate Decrease
GEO,Slight Decrease
GEOC,Significant Increase
GEOD,Moderate Decrease
GEOI,Slight Increase
GEOK,Stable
GEOS,Moderate Increase
GEOW,Slight Decrease
GEOX,Significant Increase
GEOY,Slight Decrease
GEPT,Significant Increase
GERN,Slight Decrease
GES,Significant Decrease
GEST,Moderate Decrease
GET,Slight Decrease
GETC,Significant Increase
GETE,Significant Increase
GETI,Moderate Increase
GETY,Significant Decrease
GEVA,Moderate Decrease
GEVO,Slight Decrease
GEX,Moderate Increase
GEXA,Significant Increase
GFB,Moderate Decrease
GFC,Slight Increase
GFCO,Stable
GFD,Moderate Decrease
GFEC,Significant Increase
GFED,Stable
GFF,Moderate Increase
GFGC,Moderate Increase
GFH,Moderate Increase
GFI,Slight Decrease
GFIG,Slight Decrease
GFII,Moderate Decrease
GFIN,Moderate Increase
GFIV,Significant Increase
GFLB,Stable
GFLS,Slight Decrease
GFN,Slight Decrease
GFPZ,Significant Increase
GFR,Stable
GFRD,Slight Increase
GFRE,Moderate Increase
GFS,Slight Increase
GFSB,Stable
GFSI,Slight Decrease
GFWO,Moderate Decrease
GG,Slight Increase
GGA,Slight Decrease
GGB,Significant Increase
GGBM,Significant Increase
GGC,Moderate Increase
GGE,Slight Decrease
GGEN,Significant Decrease
GGG,Slight Increase
GGGG,Significant Decrease
GGI,Stable
GGIT,Significant Decrease
GGL,Moderate Increase
GGNS,Slight Decrease
GGO,Moderate Increase
GGR,Significant Increase
GGS,Significant Decrease
GGTI,Significant Decrease
GGUY,Moderate Increase
GGXY,Stable
GH,Moderate Decrease
GHB,Moderate Decrease
GHC,Stable
GHCI,Slight Decrease
GHDX,Moderate Increase
GHEL,Moderate Decrease
GHI,Moderate Decrease
GHL,Moderate Decrease
GHLD,Moderate Decrease
GHM,Moderate Increase
GHOB,Stable
GHQ,Stable
GHS,Slight Decrease
GHSI,Moderate Increase
GHV,Slight Decrease
GHVI,Slight Decrease
GHW,Moderate Increase
GHX,Slight Decrease
GHYD,Slight Increase
GI,Slight Decrease
GIA,Significant Decrease
GIB,Significant Decrease
GIBG,Significant Decrease
GIBH,Moderate Increase
GIBS,Stable
GIC,Moderate Decrease
GID,Moderate Decrease
GIDL,Slight Decrease
GIFI,Moderate Increase
GIFT,Moderate Increase
GIG,Moderate Increase
GIGX,Significant Increase
GII,Moderate Increase
GIII,Slight Increase
GIL,Slight Increase
GILBA,Stable
GILD,Stable
GILM,Significant Increase
GIM,Moderate Increase
GIMO,Significant Decrease
GINN,Moderate Increase
GIRA,Slight Decrease
GIS,Stable
GISH,Significant Increase
GISX,Stable
GIT,Significant Increase
GIW,Slight Decrease
GIX,Slight Decrease
GJBC,Stable
GJCO,Significant Decrease
GK,Moderate Increase
GKCI,Significant Decrease
GKI,Significant Increase
GKIE,Moderate Decrease
GKIS,Significant Decrease
GKNS,Significant Decrease
GKNT,Significant Decrease
GKOS,Moderate Decrease
GKSR,Moderate Decrease
GKSRA,Slight Decrease
GL,Stable
GLA,Moderate Decrease
GLAR,Slight Decrease
GLAS,Slight Decrease
GLB,Stable
GLBE,Moderate Decrease
GLBK,Stable
GLBL,Slight Decrease
GLBN,Moderate Increase
GLBZ,Stable
GLC,Moderate Decrease
GLCH,Moderate Decrease
GLCN,Moderate Increase
GLCO,Stable
GLD,Moderate Decrease
GLDB,Stable
GLDC,Moderate Decrease
GLDD,Moderate Decrease
GLDI,Moderate Decrease
GLDN,Moderate Decrease
GLDR,Stable
GLE,Moderate Decrease
GLF,Stable
GLFD,Significant Decrease
GLFE,Slight Decrease
GLG,Slight Decrease
GLGC,Moderate Decrease
GLGS,Significant Increase
GLIA,Significant Decrease
GLIBA,Slight Decrease
GLJ,Slight Decrease
GLK,Stable
GLL,Slight Increase
GLMA,Moderate Decrease
GLO,Slight Decrease
GLOV,Significant Decrease
GLP,Slight Decrease
GLPC,Significant Decrease
GLPW,Significant Decrease
GLR,Slight Decrease
GLRI,Significant Decrease
GLRP,Significant Increase
GLRS,Significant Decrease
GLS,Significant Decrease
GLSI,Significant Decrease
GLT,Stable
GLTO,Moderate Decrease
GLTX,Moderate Increase
GLU,Significant Increase
GLUE,Significant Decrease
GLUU,Slight Increase
GLUX,Slight Decrease
GLV,Moderate Decrease
GLW,Slight Decrease
GLXE,Slight Decrease
GLYC,Moderate Decrease
GLYN,Moderate Decrease
GLYT,Slight Decrease
GM,Stable
GMBS,Slight Decrease
GMC,Moderate Increase
GMCC,Significant Increase
GMCR,Slight Decrease
GMD,Stable
GME,Significant Increase
GMED,Stable
GMET,Significant Decrease
GMEX,Moderate Increase
GMGC,Significant Decrease
GMGW,Slight Decrease
GMHC,Slight Decrease
GMHI,Significant Decrease
GMIC,Significant Increase
GMID,Significant Increase
GMIS,Moderate Increase
GMKT,Significant Decrease
GML,Significant Decrease
GMN,Moderate Decrease
GMO,Significant Decrease
GMP,Slight Decrease
GMRK,Moderate Increase
GMS,Slight Decrease
GMSI,Significant Decrease
GMSR,Significant Increase
GMST,Slight Decrease
GMT,Stable
GMTC,Moderate Increase
GMW,Moderate Increase
GMXC,Moderate Increase
GMXR,Moderate Decrease
GNA,Slight Decrease
GNAT,Significant Increase
GNB,Significant Decrease
GNBC,Stable
GNC,Moderate Decrease
GNCA,Significant Decrease
GNCI,Moderate Decrease
GNCMA,Stable
GNCR,Slight Decrease
GND,Stable
GNDR,Moderate Decrease
GNE,Moderate Decrease
GNET,Moderate Increase
GNEX,Moderate Decrease
GNF,Significant Decrease
GNG,Significant Increase
GNK,Slight Decrease
GNL,Moderate Decrease
GNLB,Significant Decrease
GNLE,Significant Decrease
GNLN,Significant Decrease
GNMK,Significant Increase
GNMR,Slight Increase
GNMX,Significant Decrease
GNN,Moderate Decrease
GNO,Stable
GNOM,Moderate Decrease
GNPT,Slight Decrease
GNPX,Significant Decrease
GNR,Significant Increase
GNRC,Moderate Decrease
GNRL,Slight Increase
GNSA,Moderate Increase
GNSC,Significant Increase
GNSL,Moderate Decrease
GNSM,Significant Decrease
GNSS,Significant Decrease
GNT,Significant Decrease
GNTX,Slight Increase
GNTY,Slight Decrease
GNUC,Moderate Decrease
GNUS,Significant Increase
GNV,Stable
GNVA,Slight Decrease
GNVC,Significant Decrease
GNW,Slight Decrease
GNWR,Slight Decrease
GNY,Stable
GO,Slight Increase
GOAA,Significant Decrease
GOAC,Slight Decrease
GOAL,Moderate Increase
GOAM,Significant Increase
GOCO,Moderate Increase
GOED,Significant Increase
GOEV,Significant Increase
GOG,Slight Decrease
GOGO,Moderate Decrease
GOI,Moderate Increase
GOIL,Moderate Decrease
GOK,Moderate Increase
GOLF,Moderate Increase
GON,Significant Increase
GOO,Moderate Decrease
GOOD,Significant Increase
GOOG,Slight Decrease
GOR,Slight Decrease
GORO,Significant Decrease
GORX,Significant Decrease
GOSHA,Moderate Increase
GOSS,Moderate Decrease
GOT,Moderate Decrease
GOTH,Significant Decrease
GOTK,Significant Decrease
GOTO,Significant Increase
GOTT,Slight Decrease
GOVO,Significant Decrease
GOVX,Significant Increase
GOX,Significant Increase
GOYL,Significant Decrease
GP,Slight Decrease
GPAC,Slight Decrease
GPAK,Moderate Increase
GPAQ,Slight Decrease
GPAR,Moderate Decrease
GPAX,Significant Increase
GPC,Slight Decrease
GPCK,Slight Decrease
GPFI,Slight Decrease
GPH,Moderate Increase
GPHY,Moderate Increase
GPI,Moderate Decrease
GPIC,Stable
GPIX,Significant Decrease
GPK,Moderate Increase
GPLB,Slight Decrease
GPM,Moderate Decrease
GPN,Stable
GPOR,Significant Increase
GPPV,Moderate Decrease
GPR,Moderate Increase
GPRC,Significant Decrease
GPRE,Slight Decrease
GPRO,Significant Decrease
GPS,Moderate Increase
GPSI,Moderate Decrease
GPSX,Moderate Increase
GPT,Slight Decrease
GPTA,Significant Increase
GPTX,Significant Decrease
GPU,Slight Increase
GPWC,Moderate Decrease
GPWR,Stable
GPX,Moderate Increase
GPY,Slight Decrease
GQ,Stable
GQN,Slight Decrease
GR,Slight Increase
GRA,Stable
GRAC,Moderate Increase
GRAD,Slight Decrease
GRAF,Significant Decrease
GRAH,Significant Decrease
GRAI,Moderate Decrease
GRAN,Moderate Increase
GRAR,Moderate Decrease
GRAY,Significant Decrease
GRB,Slight Decrease
GRBK,Moderate Decrease
GRBR,Moderate Decrease
GRC,Stable
GRCM,Slight Decrease
GRD,Slight Decrease
GRDG,Stable
GRDL,Slight Decrease
GRDN,Slight Decrease
GRDSA,
GRE,Stable
GREE,Significant Decrease
GREN,Slight Decrease
GREY,Stable
GRG,Significant Decrease
GRGI,Slight Increase
GRH,Moderate Increase
GRHM,Slight Decrease
GRI,Slight Decrease
GRIC,Significant Decrease
GRIF,Slight Decrease
GRIL,Significant Increase
GRIP,Moderate Decrease
GRK,Moderate Decrease
GRKA,Stable
GRLL,Moderate Increase
GRM,Slight Decrease
GRMI,Moderate Decrease
GRMN,Slight Decrease
GRN,Stable
GRNB,Moderate Increase
GRND,Slight Increase
GRNQ,Stable
GRNT,Significant Increase
GRO,Stable
GROB,Moderate Decrease
GROF,Moderate Increase
GROM,Moderate Increase
GROS,Moderate Decrease
GROV,Stable
GROW,Significant Decrease
GRP,Moderate Decrease
GRPH,Moderate Decrease
GRPI,Significant Increase
GRPN,Stable
GRR,Significant Decrease
GRRL,Slight Decrease
GRS,Stable
GRSH,Significant Decrease
GRSO,Moderate Decrease
GRST,Moderate Increase
GRT,Slight Decrease
GRTC,Moderate Decrease
GRTK,Stable
GRTR,Slight Decrease
GRTS,Significant Decrease
GRTX,Significant Decrease
GRU,Significant Decrease
GRUB,Moderate Decrease
GRV,Stable
GRVI,Significant Decrease
GRW,Moderate Decrease
GRWG,Moderate Decrease
GRX,Moderate Increase
GRXR,Moderate Increase
GRY,Moderate Increase
GRYP,Moderate Decrease
GS,Slight Increase
GSAH,Slight Decrease
GSAT,Moderate Increase
GSB,Moderate Increase
GSBC,Stable
GSBI,Stable
GSC,Significant Decrease
GSCC,Moderate Increase
GSCI,Moderate Increase
GSCN,Moderate Decrease
GSCO,Significant Decrease
GSCX,Moderate Increase
GSD,Moderate Decrease
GSE,Moderate Decrease
GSEM,Moderate Increase
GSES,Significant Increase
GSFC,Moderate Increase
GSHD,Moderate Increase
GSHL,Moderate Increase
GSHT,
GSI,Slight Decrease
GSIC,Stable
GSII,Significant Decrease
GSIL,Moderate Decrease
GSIT,Moderate Decrease
GSK,Slight Decrease
GSKY,Moderate Increase
GSLA,Stable
GSLC,Slight Decrease
GSLM,Moderate Increase
GSM,Slight Decrease
GSMI,Moderate Decrease
GSMS,Moderate Decrease
GSNX,Significant Increase
GSOF,Slight Decrease
GSPN,Moderate Increase
GSPT,Significant Increase
GSR,Moderate Increase
GST,Significant Decrease
GSTI,Significant Decrease
GSTL,Slight Decrease
GSTN,Stable
GSX,Significant Decrease
GSY,Slight Decrease
GT,Slight Decrease
GTA,Stable
GTAT,Significant Decrease
GTAX,Significant Decrease
GTBP,Significant Increase
GTBX,Moderate Decrease
GTCB,Significant Decrease
GTCI,Significant Increase
GTE,Moderate Decrease
GTEC,Stable
GTFN,Slight Decrease
GTHX,Significant Increase
GTI,Slight Decrease
GTII,Moderate Decrease
GTIM,Slight Increase
GTIS,Significant Decrease
GTIV,Slight Increase
GTK,Slight Decrease
GTLB,Moderate Increase
GTLL,Moderate Decrease
GTLS,Slight Increase
GTN,Slight Decrease
GTNR,Significant Decrease
GTOP,Moderate Decrease
GTOS,Moderate Increase
GTPS,Slight Decrease
GTRC,Moderate Decrease
GTRE,Slight Increase
GTRN,Moderate Decrease
GTS,Slight Decrease
GTSC,Significant Decrease
GTSG,Moderate Increase
GTSI,Slight Decrease
GTSX,Moderate Increase
GTT,Slight Decrease
GTW,Stable
GTWN,Slight Decrease
GTX,Stable
GTXI,Significant Increase
GTY,Significant Increase
GTYH,Slight Decrease
GUAR,Stable
GUCO,Moderate Decrease
GUID,Significant Increase
GUL,Significant Decrease
GULD,Moderate Increase
GULF,Stable
GULL,Stable
GUMM,Moderate Increase
GUN,Moderate Increase
GUPB,Stable
GUR,Slight Decrease
GURE,Moderate Decrease
GUSH,Moderate Increase
GUX,Moderate Increase
GUYF,Moderate Increase
GV,Slight Increase
GVA,Moderate Increase
GVBK,Slight Decrease
GVF,Moderate Decrease
GVG,Slight Increase
GVGC,Moderate Decrease
GVHR,Moderate Decrease
GVIL,Significant Increase
GVL,Slight Increase
GVMF,Significant Decrease
GVMI,Significant Decrease
GVP,Slight Decrease
GVTN,Moderate Decrease
GW,Moderate Decrease
GWAV,Moderate Decrease
GWAY,Significant Decrease
GWB,Slight Increase
GWBC,Stable
GWBK,Stable
GWCC,Slight Decrease
GWF,Stable
GWGH,Stable
GWH,Significant Decrease
GWLD,Moderate Decrease
GWOX,Moderate Decrease
GWR,Slight Decrease
GWRE,Moderate Increase
GWRS,Slight Increase
GWSI,Significant Decrease
GWTI,Moderate Decrease
GWW,Slight Increase
GWY,Significant Increase
GX,Moderate Increase
GXDX,Significant Decrease
GXGX,Slight Decrease
GXO,Slight Decrease
GXP,Slight Decrease
GXY,Moderate Decrease
GY,Stable
GYI,Slight Decrease
GYL,Significant Decrease
GYM,Significant Decrease
GYMB,Moderate Decrease
GYMM,Significant Increase
GYMS,Moderate Increase
GYNE,Significant Decrease
GYNX,Significant Increase
GYRO,Moderate Increase
GZBX,Moderate Increase
GZEA,Moderate Increase
GZMO,Significant Increase
GZON,Significant Increase
GZSP,Moderate Increase
GZTC,Moderate Decrease
GZTR,Moderate Increase
H,Slight Decrease
HA,Significant Increase
HABC,Moderate Decrease
HABK,Slight Decrease
HABN,Moderate Increase
HABT,Slight Decrease
HACH,Slight Decrease
HAD,Moderate Increase
HADR,Significant Increase
HADS,Moderate Increase
HAE,Slight Increase
HAEM,Moderate Increase
HAF,Slight Decrease
HAFC,Slight Decrease
HAHI,Significant Decrease
HAHN,Stable
HAHO,Significant Decrease
HAI,Significant Decrease
HAIC,Significant Increase
HAIN,Slight Decrease
HAIR,Significant Increase
HAKI,Moderate Increase
HAKO,Moderate Increase
HAL,Moderate Increase
HALL,Moderate Decrease
HALO,Moderate Decrease
HAMB,Moderate Decrease
HAML,Moderate Increase
HAMP,Slight Decrease
HAMS,Moderate Decrease
HANA,Moderate Increase
HAND,Moderate Increase
HANK,Moderate Decrease
HANS,Stable
HAPP,Significant Decrease
HAPY,Significant Decrease
HAR,Stable
HARB,Slight Decrease
HARC,Slight Decrease
HARG,Moderate Increase
HARL,Stable
HARP,Moderate Increase
HART,Moderate Increase
HARV,Moderate Decrease
HAS,Slight Decrease
HASR,Slight Decrease
HAST,Slight Decrease
HATH,Significant Increase
HAUL,Moderate Decrease
HAUP,Slight Decrease
HAUS,Moderate Decrease
HAVA,Slight Decrease
HAVAB,Moderate Increase
HAVN,Stable
HAVT,Slight Decrease
HAVTA,Stable
HAWK,Moderate Decrease
HAXS,Significant Decrease
HAY,Slight Decrease
HAYN,Slight Decrease
HAYS,Slight Increase
HAYW,Stable
HAYZ,Slight Decrease
HAZ,Significant Decrease
HB,Significant Decrease
HBAN,Stable
HBB,Moderate Decrease
HBC,Slight Decrease
HBCCA,Stable
HBCO,Slight Decrease
HBCP,Stable
HBE,Moderate Increase
HBEK,Slight Decrease
HBENB,Stable
HBFW,Slight Decrease
HBGI,Moderate Decrease
HBHC,Stable
HBI,Moderate Decrease
HBII,Significant Increase
HBIO,Stable
HBIX,Significant Decrease
HBJ,Slight Decrease
HBK,Stable
HBL,Slight Increase
HBLD,Significant Increase
HBMD,Stable
HBNC,Slight Decrease
HBNK,Stable
HBO,Moderate Decrease
HBOC,Significant Increase
HBOL,Slight Decrease
HBOS,Stable
HBP,Significant Increase
HBRK,Slight Increase
HBRS,Moderate Decrease
HBS,Slight Increase
HBT,Stable
HBUF,Moderate Decrease
HBW,Significant Decrease
HBY,Significant Increase
HC,Stable
HCA,Slight Decrease
HCAC,Stable
HCAF,Stable
HCAR,Moderate Decrease
HCAT,Moderate Increase
HCBB,Slight Decrease
HCBC,Stable
HCBK,Slight Decrease
HCC,Significant Decrease
HCCC,Significant Decrease
HCCH,Slight Increase
HCCI,Slight Decrease
HCCO,Significant Decrease
HCDC,Significant Increase
HCDI,Significant Decrease
HCDV,Slight Decrease
HCEN,Significant Increase
HCF,Slight Increase
HCFI,Moderate Decrease
HCFP,Slight Decrease
HCH,Moderate Increase
HCHC,Slight Decrease
HCI,Moderate Increase
HCIA,Moderate Increase
HCIG,Moderate Decrease
HCII,Significant Increase
HCKT,Slight Increase
HCL,Significant Decrease
HCLL,Moderate Decrease
HCO,Stable
HCOM,Moderate Increase
HCOR,Significant Decrease
HCOW,Stable
HCP,Significant Increase
HCR,Moderate Decrease
HCRC,Significant Decrease
HCRI,Slight Decrease
HCRX,Slight Decrease
HCSG,Moderate Increase
HCT,Stable
HCTI,Significant Decrease
HCTV,Significant Increase
HCWB,Significant Decrease
HCWH,Moderate Decrease
HCWO,Significant Decrease
HD,Moderate Decrease
HDCO,Moderate Increase
HDD,Significant Increase
HDG,Significant Increase
HDGH,Moderate Increase
HDI,Moderate Increase
HDIE,Significant Decrease
HDIG,Significant Decrease
HDII,Significant Decrease
HDIX,Moderate Decrease
HDL,Moderate Decrease
HDN,Stable
HDNG,Moderate Increase
HDON,Moderate Decrease
HDP,Significant Increase
HDR,Slight Decrease
HDRA,Slight Increase
HDRN,Moderate Increase
